connector,payment_method,payment_method_type,feature,description,hs_endpoint,cypress_test_status,prod_used,latest_prod_timestamp
square,Wallet,Paze,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (Paze pre-decrypted token),not_covered,unknown,
stax,Wallet,ApplePay,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (ApplePay pre-decrypted token),not_covered,unknown,
stax,Wallet,GooglePay,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (GooglePay pre-decrypted token),not_covered,unknown,
stax,Wallet,Paze,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (Paze pre-decrypted token),not_covered,unknown,
stripe,Wallet,ApplePay,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (ApplePay pre-decrypted token),not_covered,unknown,
stripe,Wallet,GooglePay,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (GooglePay pre-decrypted token),not_covered,unknown,
stripe,Wallet,Paze,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (Paze pre-decrypted token),not_covered,unknown,
tesouro,Wallet,ApplePay,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (ApplePay pre-decrypted token),not_covered,unknown,
tesouro,Wallet,GooglePay,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (GooglePay pre-decrypted token),not_covered,unknown,
wellsfargo,Wallet,ApplePay,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (ApplePay pre-decrypted token),not_covered,unknown,
wellsfargo,Wallet,GooglePay,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (GooglePay pre-decrypted token),not_covered,unknown,
wellsfargo,Wallet,Paze,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (Paze pre-decrypted token),not_covered,unknown,
worldpayvantiv,Wallet,ApplePay,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (ApplePay pre-decrypted token),not_covered,unknown,
worldpayvantiv,Wallet,GooglePay,Payment (Decrypt Flow),HS pre-decrypts the wallet token and sends plaintext card data to the connector instead of the encrypted blob,POST /payments (GooglePay pre-decrypted token),not_covered,unknown,
